bacs350,1,Web Hosting,2019-09-16,bluehost.png,wordpress.png
bacs350,2,FTP,2019-09-16,ftp-site-manager.png,ftp-dirs.png,ftp-files.png
bacs350,3,Github,2019-09-16,git-files.png,git-changes.png
bacs350,4,Share Code,2019-09-20,git-pull.png
bacs350,5,Apache,2019-09-25,apache.png
bacs350,6,Database,2019-10-02,database.png
bacs350,7,Dev Workflow,2019-10-09,workflow.png,crud.png
bacs350,8,Data Views,2019-10-16,list.png,add.png,edit.png
bacs350,9,Logging,2019-10-21,logging.png
bacs350,10,Render Templates,2019-10-28,home.png
bacs350,11,MVC Design Pattern,2019-11-04,mvc.png
bacs350,12,Users,2019-11-11,users.png
